"","uniqueLoc","lon","lat","type","loctype","address","north","south","east","west","locality","administrative_area_level_1","country","street_number","route"
"164","San Diego, California",-117.170912,32.724103,"locality","rooftop","San Diego, California",32.725103,32.723103,-117.169912,-117.171912,"San Diego","CA","United States",NA,NA
"165","San Joaquin, California",-117.885359,35.187133,"locality","rooftop","San Joaquin, California",35.188133,35.186133,-117.884359,-117.886359,"California City","CA","United States",NA,NA
"166","San Luis Obispo, California",-117.885359,35.187133,"locality","rooftop","San Luis Obispo, California",35.188133,35.186133,-117.884359,-117.886359,"California City","CA","United States",NA,NA
"167","San Mateo, California",-122.32253,37.573485,"locality","rooftop","San Mateo, California",37.574485,37.572485,-122.32153,-122.32353,"San Mateo","CA","United States",NA,NA
"168","Santa Barbara, California",-117.885359,35.187133,"locality","rooftop","Santa Barbara, California",35.188133,35.186133,-117.884359,-117.886359,"California City","CA","United States",NA,NA
"169","Santa Clara, California",-117.885359,35.187133,"locality","rooftop","Santa Clara, California",35.188133,35.186133,-117.884359,-117.886359,"California City","CA","United States",NA,NA
"170","Santa Cruz, California",-122.111126,37.052748,"locality","rooftop","Santa Cruz, California",37.053748,37.051748,-122.110126,-122.112126,"Santa Cruz","CA","United States",NA,NA
"171","Shasta, California",-122.494455,40.601263,"locality","rooftop","Shasta, California",40.602263,40.600263,-122.493455,-122.495455,"Shasta","CA","United States",NA,NA
"172","Siskiyou, California",-118.46384,35.09634,"street_address","rooftop","Siskiyou, California",35.09734,35.09534,-118.46284,-118.46484,"Tehachapi","CA","United States","19300","Siskiyou Dr"
"173","Solano, California",-120.853652,35.315802,"street_address","rooftop","Solano, California",35.316802,35.314802,-120.852652,-120.854652,"Los Osos","CA","United States","1901","Solano St"
"174","Sonoma, California",-122.476819,38.255943,"locality","rooftop","Sonoma, California",38.256943,38.254943,-122.475819,-122.477819,"Sonoma","CA","United States",NA,NA
"175","Stanislaus, California",-119.402635,35.055977,"street_address","rooftop","Stanislaus, California",35.056977,35.054977,-119.401635,-119.403635,"Maricopa","CA","United States","801","Stanislaus St"
"176","Sutter, California",-121.80251,39.172636,"locality","rooftop","Sutter, California",39.173636,39.171636,-121.80151,-121.80351,"Sutter","CA","United States",NA,NA
"177","Tehama, California",-122.12332,40.0271,"locality","rooftop","Tehama, California",40.0281,40.0261,-122.12232,-122.12432,"Tehama","CA","United States",NA,NA
"178","Tulare, California",-119.299856,36.133527,"locality","rooftop","Tulare, California",36.134527,36.132527,-119.298856,-119.300856,"Tulare","CA","United States",NA,NA
"179","Tuolumne, California",-120.267887,37.921694,"locality","rooftop","Tuolumne, California",37.922694,37.920694,-120.266887,-120.268887,"Tuolumne","CA","United States",NA,NA
"180","Ventura, California",-119.358352,34.330829,"locality","rooftop","Ventura, California",34.331829,34.329829,-119.357352,-119.359352,"Ventura","CA","United States",NA,NA
"181","Yolo, California",-121.80774,38.73185,"locality","rooftop","Yolo, California",38.73285,38.73085,-121.80674,-121.80874,"Yolo","CA","United States",NA,NA
"182","Yuba, California",-119.370454,36.202672,"street_address","rooftop","Yuba, California",36.203672,36.201672,-119.369454,-119.371454,"Tulare","CA","United States","1601","Yuba Cir"
"183","Adams, Colorado",-104.33791,39.87363,"null","approximate","Adams, Colorado",40.0052490234,39.6736068726,-103.7109375,-105.154434204,NA,NA,"USA",NA,NA
"184","Arapahoe, Colorado",-102.18213,38.85001,"locality","rooftop","Arapahoe, Colorado",38.85101,38.84901,-102.18113,-102.18313,"Arapahoe","CO","United States",NA,NA
"185","Alamosa, Colorado",-105.790967,37.479933,"locality","rooftop","Alamosa, Colorado",37.480933,37.478933,-105.789967,-105.791967,"Alamosa","CO","United States",NA,NA
"186","Archuleta, Colorado",-107.04833,37.1936,"null","approximate","Archuleta, Colorado",37.4227981567,36.9923744202,-106.587211609,-107.477340698,NA,NA,"USA",NA,NA
"187","Boulder, Colorado",-105.201421,40.049468,"locality","rooftop","Boulder, Colorado",40.050468,40.048468,-105.200421,-105.202421,"Boulder","CO","United States",NA,NA
"188","Clear Creek, Colorado",-108.054514,39.425271,"street_address","rooftop","Clear Creek, Colorado",39.426271,39.424271,-108.053514,-108.055514,"Parachute","CO","United States","2","Clear Creek"
"189","Crowley, Colorado",-103.861345,38.194886,"locality","rooftop","Crowley, Colorado",38.195886,38.193886,-103.860345,-103.862345,"Crowley","CO","United States",NA,NA
"190","Douglas, Colorado",-104.92956,39.32972,"null","approximate","Douglas, Colorado",39.6114311218,39.0883674622,-104.59172821,-105.280006409,NA,NA,"USA",NA,NA
"191","Elbert, Colorado",-104.505121,39.208967,"locality","rooftop","Elbert, Colorado",39.209967,39.207967,-104.504121,-104.506121,"Elbert","CO","United States",NA,NA
"192","El Paso, Colorado",-104.52558,38.83209,"null","approximate","El Paso, Colorado",39.1477355957,38.4862480164,-104.055351257,-105.063781738,NA,NA,"USA",NA,NA
"193","Fremont, Colorado",-105.43966,38.47297,"null","approximate","Fremont, Colorado",38.6962547302,38.1989402771,-104.958068848,-105.963821411,NA,NA,"USA",NA,NA
"194","Jefferson, Colorado",-105.686535,39.27593,"locality","rooftop","Jefferson, Colorado",39.27693,39.27493,-105.685535,-105.687535,"Jefferson","CO","United States",NA,NA
"195","La Plata, Colorado",-107.84334,37.28656,"null","approximate","La Plata, Colorado",37.6916313171,37,-107.415214539,-108.42338562,NA,NA,"USA",NA,NA
"196","Larimer, Colorado",-105.46116,40.66641,"null","approximate","Larimer, Colorado",40.9981689453,40.2137908936,-104.831542969,-105.990600586,NA,NA,"USA",NA,NA
"197","Mesa, Colorado",-108.169723,39.14932,"locality","rooftop","Mesa, Colorado",39.15032,39.14832,-108.168723,-108.170723,"Mesa","CO","United States",NA,NA
"198","Otero, Colorado",-103.71645,37.9027,"null","approximate","Otero, Colorado",38.1617240906,37.6429862976,-103.355941772,-104.064086914,NA,NA,"USA",NA,NA
"199","Park, Colorado",-105.71717,39.1193,"null","approximate","Park, Colorado",39.5638427734,38.722038269,-105.258804321,-106.208076477,NA,NA,"USA",NA,NA
"200","Pueblo, Colorado",-104.536493,38.293234,"locality","rooftop","Pueblo, Colorado",38.294234,38.292234,-104.535493,-104.537493,"Pueblo","CO","United States",NA,NA
"201","Rio Blanco, Colorado",-108.113722,39.751037,"locality","rooftop","Rio Blanco, Colorado",39.752037,39.750037,-108.112722,-108.114722,"Rifle","CO","United States",NA,NA
"202","Teller, Colorado",-105.16183,38.88217,"null","approximate","Teller, Colorado",39.1302337646,38.579574585,-104.901664734,-105.371757507,NA,NA,"USA",NA,NA
"203","Weld, Colorado",-105.152172,40.408059,"street_address","rooftop","Weld, Colorado",40.409059,40.407059,-105.151172,-105.153172,"Loveland","CO","United States","1601","Wild Ln"
"204","Denver, Colorado",-105.069027,39.743291,"locality","rooftop","Denver, Colorado",39.744291,39.742291,-105.068027,-105.070027,"Edgewater","CO","United States",NA,NA
"205","Hartford, Connecticut",-72.758098,41.752304,"locality","rooftop","Hartford, Connecticut",41.753304,41.751304,-72.757098,-72.759098,"West Hartford","CT","United States",NA,NA
"206","New Haven, Connecticut",-72.927507,41.365709,"locality","rooftop","New Haven, Connecticut",41.366709,41.364709,-72.926507,-72.928507,"New Haven","CT","United States",NA,NA
"207","Fairfield, Connecticut",-73.282408,41.175173,"locality","rooftop","Fairfield, Connecticut",41.176173,41.174173,-73.281408,-73.283408,"Fairfield","CT","United States",NA,NA
"208","Middlesex, Connecticut",-72.52312,41.43538,"null","approximate","Middlesex, Connecticut",41.653553009,41.1721916199,-72.3175048828,-72.8366928101,NA,NA,"USA",NA,NA
"209","Tolland, Connecticut",-72.361039,41.882553,"locality","rooftop","Tolland, Connecticut",41.883553,41.881553,-72.360039,-72.362039,"Tolland","CT","United States",NA,NA
"210","New London, Connecticut",-72.09952,41.35565,"locality","rooftop","New London, Connecticut",41.35665,41.35465,-72.09852,-72.10052,"New London","CT","United States",NA,NA
"211","Windham, Connecticut",-72.137843,41.693914,"locality","rooftop","Windham, Connecticut",41.694914,41.692914,-72.136843,-72.138843,"Windham","CT","United States",NA,NA
"212","District of Columbia, District of Columbia",-77.00025,38.91706,"administrative_area_level_1","approximate","District of Columbia, District of Columbia",39.3852615356,38.679813385,-76.7724609375,-77.5579833984,NA,"District of Columbia, US","USA",NA,NA
"213","Kent, Delaware",-75.50461,39.09595,"null","approximate","Kent, Delaware",39.3664207459,38.8225402832,-75.3215789795,-75.7559509277,NA,NA,"USA",NA,NA
"214","New Castle, Delaware",-75.651466,39.592895,"locality","rooftop","New Castle, Delaware",39.593895,39.591895,-75.650466,-75.652466,"New Castle","DE","United States",NA,NA
"215","Sussex, Delaware",-75.33954,38.6833,"null","approximate","Sussex, Delaware",38.9619445801,38.4122695923,-75.0286483765,-75.7465591431,NA,NA,"USA",NA,NA
"216","Alachua, Florida",-82.472049,29.813456,"locality","rooftop","Alachua, Florida",29.814456,29.812456,-82.471049,-82.473049,"Alachua","FL","United States",NA,NA
"217","Baker, Florida",-85.685762,30.166035,"locality","rooftop","Baker, Florida",30.167035,30.165035,-85.684762,-85.686762,"Panama City","FL","United States",NA,NA
"218","Bay, Florida",-85.63262,30.23765,"null","approximate","Bay, Florida",30.5680294037,29.9180412292,-85.3091812134,-86.0415115356,NA,NA,"USA",NA,NA
"219","Bradford, Florida",-84.226927,30.47745,"locality","rooftop","Bradford, Florida",30.47845,30.47645,-84.225927,-84.227927,"Tallahassee","FL","United States",NA,NA
"220","Brevard, Florida",-80.70121,28.30031,"null","approximate","Brevard, Florida",28.8514766693,27.8317890167,-80.4471054077,-80.9779815674,NA,NA,"USA",NA,NA
"221","Broward, Florida",-80.124153,26.621188,"street_address","rooftop","Broward, Florida",26.622188,26.620188,-80.123153,-80.125153,"Lake Worth","FL","United States","201","Broward Ave"
"222","Calhoun, Florida",-83.11977,30.027929,"street_address","rooftop","Calhoun, Florida",30.028929,30.026929,-83.11877,-83.12077,"Mayo","FL","United States","401","Calhoun Rd"
"223","Charlotte, Florida",-81.95031,26.89985,"null","approximate","Charlotte, Florida",27.0686798096,26.7578296661,-81.684967041,-82.3847732544,NA,NA,"USA",NA,NA
"224","Citrus, Florida",-82.52011,28.84757,"null","approximate","Citrus, Florida",29.0465641022,28.6669425964,-82.270980835,-82.8039550781,NA,NA,"USA",NA,NA
"225","Clay, Florida",-81.85789,29.98307,"null","approximate","Clay, Florida",30.2199993134,29.7425765991,-81.6229248047,-82.0630645752,NA,NA,"USA",NA,NA
"226","Collier, Florida",-81.38097,26.09924,"null","approximate","Collier, Florida",26.5140514374,25.7506752014,-80.8837509155,-81.8596420288,NA,NA,"USA",NA,NA
"227","Columbia, Florida",-82.62413,30.270103,"locality","rooftop","Columbia, Florida",30.271103,30.269103,-82.62313,-82.62513,"Lake City","FL","United States",NA,NA
"228","Dade, Florida",-81.820501,27.629864,"street_address","rooftop","Dade, Florida",27.630864,27.628864,-81.819501,-81.821501,"Bowling Green","FL","United States","301","Dade St"
"229","De Soto, Florida",-82.636039,30.191389,"street_address","rooftop","De Soto, Florida",30.192389,30.190389,-82.635039,-82.637039,"Lake City","FL","United States","2","E de Soto St"
"230","Dixie, Florida",-82.30259,28.435,"locality","approximate","Dixie, Florida",NA,NA,NA,NA,"Dixie, FL, US",NA,"USA",NA,NA
"231","Duval, Florida",-81.621763,30.48496,"locality","rooftop","Duval, Florida",30.48596,30.48396,-81.620763,-81.622763,"Jacksonville","FL","United States",NA,NA
"232","Escambia, Florida",-87.037657,30.621079,"street_address","rooftop","Escambia, Florida",30.622079,30.620079,-87.036657,-87.038657,"Milton","FL","United States","101","Escambia St"
"233","Flagler, Florida",-81.130457,29.479841,"street_address","rooftop","Flagler, Florida",29.480841,29.478841,-81.129457,-81.131457,"Flagler Beach","FL","United States","1504","Flagler Ave"
"234","Franklin, Florida",-81.456019,30.678079,"street_address","rooftop","Franklin, Florida",30.679079,30.677079,-81.455019,-81.457019,"Fernandina Beach","FL","United States","1001","Franklin St"
"235","Gadsden, Florida",-84.6136,30.57947,"null","approximate","Gadsden, Florida",30.7513504028,30.4184246063,-84.3090820312,-84.9291229248,NA,NA,"USA",NA,NA
"236","Glades, Florida",-80.385891,25.563471,"street_address","rooftop","Glades, Florida",25.564471,25.562471,-80.384891,-80.386891,"Goulds","FL","United States","21801","Goulds Ave"
"237","Gulf, Florida",-80.059154,26.814754,"street_address","rooftop","Gulf, Florida",26.815754,26.813754,-80.058154,-80.060154,"North Palm Beach","FL","United States","401","Gulf Rd"
"238","Hamilton, Florida",-82.94796,30.49643,"null","approximate","Hamilton, Florida",30.6488418579,30.2743320465,-82.6501464844,-83.2535324097,NA,NA,"USA",NA,NA
"239","Hardee, Florida",-81.80993,27.4927,"null","approximate","Hardee, Florida",27.6616973877,27.3647079468,-81.4842834473,-82.0453796387,NA,NA,"USA",NA,NA
"240","Hendry, Florida",-81.1659,26.55349,"null","approximate","Hendry, Florida",26.8035411835,26.2897987366,-80.8813476562,-81.5608596802,NA,NA,"USA",NA,NA
"241","Hernando, Florida",-82.659268,28.469443,"locality","rooftop","Hernando, Florida",28.470443,28.468443,-82.658268,-82.660268,"Spring Hill","FL","United States",NA,NA
"242","Highlands, Florida",-81.34097,27.3434,"null","approximate","Highlands, Florida",27.6762313843,27.0329113007,-81.1731719971,-81.5628128052,NA,NA,"USA",NA,NA
"243","Hillsborough, Florida",-80.078932,26.293969,"locality","rooftop","Hillsborough, Florida",26.294969,26.292969,-80.077932,-80.079932,"Pompano Beach","FL","United States",NA,NA
"244","Holmes, Florida",-85.8141,30.86789,"null","approximate","Holmes, Florida",31.0057144165,30.7046012878,-85.5975723267,-86.053565979,NA,NA,"USA",NA,NA
"245","Indian River, Florida",-80.367869,27.681759,"street_address","rooftop","Indian River, Florida",27.682759,27.680759,-80.366869,-80.368869,"Vero Beach","FL","United States","801","Indian Ln"
"246","Jackson, Florida",-85.21546,30.79539,"null","approximate","Jackson, Florida",30.9984092712,30.6104354858,-84.8701782227,-85.520324707,NA,NA,"USA",NA,NA
"247","Jefferson, Florida",-83.90047,30.42346,"null","approximate","Jefferson, Florida",30.6562232971,30.1827507019,-83.6420898438,-84.1094055176,NA,NA,"USA",NA,NA
"248","Lake, Florida",-81.7113,28.76147,"null","approximate","Lake, Florida",29.2471637726,28.2939510345,-81.3740158081,-81.989440918,NA,NA,"USA",NA,NA
"249","Lee, Florida",-83.30042,30.41966,"locality","rooftop","Lee, Florida",30.42066,30.41866,-83.29942,-83.30142,"Lee","FL","United States",NA,NA
"250","Leon, Florida",-86.068074,30.858623,"street_address","rooftop","Leon, Florida",30.859623,30.857623,-86.067074,-86.069074,"Westville","FL","United States","3155","Leonia Hwy"
"251","Liberty, Florida",-86.213555,30.820464,"locality","rooftop","Liberty, Florida",30.821464,30.819464,-86.212555,-86.214555,"De Funiak Springs","FL","United States",NA,NA
"252","Madison, Florida",-83.388742,30.527068,"locality","rooftop","Madison, Florida",30.528068,30.526068,-83.387742,-83.389742,"Madison","FL","United States",NA,NA
"253","Manatee, Florida",-82.539541,27.496428,"locality","rooftop","Manatee, Florida",27.497428,27.495428,-82.538541,-82.540541,"Manatee","FL","United States",NA,NA
"254","Marion, Florida",-85.226284,30.772534,"street_address","rooftop","Marion, Florida",30.773534,30.771534,-85.225284,-85.227284,"Marianna","FL","United States","300","Marion St"
"255","Martin, Florida",-82.190373,29.293863,"locality","rooftop","Martin, Florida",29.294863,29.292863,-82.189373,-82.191373,"Fellowship","FL","United States",NA,NA
"256","Monroe, Florida",-80.66795,24.98438,"null","approximate","Monroe, Florida",25.8700351715,24.4121398926,-80.2410507202,-83.0964660645,NA,NA,"USA",NA,NA
"257","Nassau, Florida",-81.77142,30.61058,"null","approximate","Nassau, Florida",30.7843914032,30.4424209595,-81.3889541626,-81.9919967651,NA,NA,"USA",NA,NA
"258","Okaloosa, Florida",-86.59218,30.66503,"null","approximate","Okaloosa, Florida",30.9893817902,30.3393630981,-86.2988967896,-86.8228378296,NA,NA,"USA",NA,NA
"259","Okeechobee, Florida",-80.945361,27.420316,"locality","rooftop","Okeechobee, Florida",27.421316,27.419316,-80.944361,-80.946361,"Okeechobee","FL","United States",NA,NA
"260","Orange, Florida",-85.024915,30.227698,"locality","rooftop","Orange, Florida",30.228698,30.226698,-85.023915,-85.025915,"Bristol","FL","United States",NA,NA
"261","Osceola, Florida",-81.964579,29.790779,"street_address","rooftop","Osceola, Florida",29.791779,29.789779,-81.963579,-81.965579,"Keystone Heights","FL","United States","7501","Osceola Ct"
"262","Palm Beach, Florida",-80.038113,26.600995,"locality","rooftop","Palm Beach, Florida",26.601995,26.599995,-80.037113,-80.039113,"Palm Beach","FL","United States",NA,NA
"263","Pasco, Florida",-82.198375,28.341557,"locality","rooftop","Pasco, Florida",28.342557,28.340557,-82.197375,-82.199375,"Dade City","FL","United States",NA,NA
